직무명,직무개요,수행직무,정규교육,숙련기간,직무기능,작업강도,육체활동,작업장소,작업환경,유사명칭,관련직업,자격/면허,고용직업분류,표준직업분류,표준산업분류,조사연도,비고
바이오화학분석연구원,"바이오 화학제품의 생리활성 물질을 분리·정제하여, 구조분석 및 물성을 평가 하고, 효능·효과와의 상관관계를 규명하는 업무를 수행한다.","바이오 화학제품의 정량법 문헌연구를 진행하고 분석연구 계획, 초기 연구를 위한 시험방법을 작성한다. 생리활성 물질의 품질목표 설정, 배합 적합성 및 가혹시험, 제품의 안전영향성 분석, 첨가제 선정, 배합비율, 허가 시 제출 범위 등을 고려하여 위험성을 평가한다. 분석법 밸리데이션 시험 수행 및 트러블슈팅, 통계적 자료 도출 및 Raw data를 관리한다. 이화학분석실험, 기기분석실험을 진행하며 분석 후 분석결과 보고서를 작성한다. 비교용출시험 실시 및 트러블슈팅과 비교용출 시험 배치들의 제조 정보 및 성적서를 확인한다.",16년 초과(대학원 이상),2년 초과 ~ 4년 이하,자료 (종합) / 사람 (관련없음) / 사물 (정밀작업),아주 가벼운 작업,-,실내,-,-,-,-,[1541]화학공학 기술자 및 연구원,[2321]화학공학 기술자 및 연구원,[C211]기초 의약물질 및 생물학적 제제 제조업,2022,-
바이오화학소재연구원,"바이오화학 소재개발을 위해 균주를 발굴하고 대사경로를 규명하며, 생산성 향상을 위해 균주를 개량하고 보존하는 업무를 수행한다.","바이오화학 소재를 생산할 수 있는 균주를 탐색, 평가하여 잠재성을 갖춘 우수 균주를 선정한다. 선정한 균주의 유전체 분석을 통해 대사경로를 확인하고 최적 경로를 구축한다. 다양한 생명공학기술을 활용하여 균주의 생산 성능을 개선하고 배양 및 발효 공정을 통해 우수 생산균주를 선별한다. 균주 선정, 개발 과정의 결과물을 기반으로 국내외 논문, 특허를 확보한다.",16년 초과(대학원 이상),2년 초과 ~ 4년 이하,자료 (종합) / 사람 (말하기-신호) / 사물 (정밀작업),가벼운 작업,-,실내,-,-,-,-,[1541]화학공학 기술자 및 연구원,[2321]화학공학 기술자 및 연구원,[C211]기초 의약물질 및 생물학적 제제 제조업,2022,-
바이오화학제제제형연구원,"바이오화학 생리활성 물질의 안정성 및 시너지 향상을 위하여, 단순혼합, 코팅, 캡슐, 분말화, 액상화, 제형화 등의 방법을 개발한다.","바이오화학 원료의 제조처별 물리화학적 특성을 파악하고 배합적합성 평가를 위한 기능별 부형제 선정 및 통계처리를 수행한다. 제제·제형개발 계획서 작성 및 물리화학적 변화 여부에 대하여 분석하고 예비제형과 최적화된 제형 조성을 선정한다. 연구개발 및 상용화에 필요한 시험법의 종류 선정, 다양한 시험조건들에 대한 영향 실험, 시험표준폼 후보군을 확보 및 확정한다. 제품 품질특성에 관련된 시험법 선정과 검증계획서에 따라 검증을 실시한다. 바이오화학제품 제조 및 공정개선 연구, 공정 최적화 연구, 연구 과정의 계획 및 통계처리를 수행한다.",16년 초과(대학원 이상),2년 초과 ~ 4년 이하,자료 (종합) / 사람 (관련없음) / 사물 (정밀작업),아주 가벼운 작업,-,실내,-,-,-,바이오화학제품제조기사,[1541]화학공학 기술자 및 연구원,[2321]화학공학 기술자 및 연구원,[C211]기초 의약물질 및 생물학적 제제 제조업,2022,-
바이오화학제품공정개발기술자,"바이오화학제품 제조를 위해 배양 최적화, 회수, 분리·정제조건, 농축, 건조, 포장 등 제조공정을 개발하고 양산할 수 있도록 공정을 최적화 및 표준화하는 업무를 수행한다.","바이오화학제품 생산의 경제적 운영에 필요한 공정기술 연구를 위해 공정 흐름 및 단위공정을 파악하고 공정 시뮬레이션을 실시한다. 공정개발 계획을 수립하고 공정 테스트를 거쳐 공정 상세설계를 한다. 공정 최적화를 위하여 각종 자료를 수집하고 연구하며, 최적 운전조건을 도출하고 최적 생산계획을 수립한다. 스케일업 공정개발 계획과 스케일업 단위공정 및 장치를 설계하고, 신규공정 개발 계획을 수립하여 신규공정을 개발한다. 생산팀과 운전조건 및 일정을 협의하여 시제품을 생산한다. 고객의 요구 사양을 반영하여 공정을 개선한다.",16년 초과(대학원 이상),2년 초과 ~ 4년 이하,자료 (종합) / 사람 (관련없음) / 사물 (정밀작업),가벼운 작업,-,실내,-,-,-,-,[1541]화학공학 기술자 및 연구원,[2321]화학공학 기술자 및 연구원,[C211]기초 의약물질 및 생물학적 제제 제조업,2022,-
바이오화학제품균주관리원,"미생물 계량을 위한 원료·중간산물·목적물을 관리하기 위해 균주보관, 균주관리대장 관리, 균주활성 확인, 오염여부 확인 등의 업무를 수행한다.","균주보관조건 및 동결건조 작업조건을 결정하고 보존될 미생물을 배양하여 동결건조를 준비 및 수행한다. 미생물의 배양조건을 결정하고, 액체배지와 고체배지에 접종 및 배양한 후 정상성장 여부를 확인한다. 냄새, 색깔, 거품상태 등 배양상태를 확인하여 오염 가능성을 판단하고 현미경 검경을 통해 채취 샘플의 오염균 존재여부를 확인하거나, 고체배양법으로 채취 샘플의 오염여부를 확인한다. 주 생산균주와 작업생산균주를 구분하여 보관하고 균주의 특성, 보존기간, 배양방법에 따라 균주보관방법을 결정한다. 균주관리번호를 부여하여 균주관리대장을 작성하고, 균주 사용변동에 따른 균주사용내역 대장을 작성한다. 재생 균주 활성평가 결과에 따라 재보관 여부를 결정한다.",12년 초과 ~ 14년 이하(전문대졸 정도),1년 초과 ~ 2년 이하,자료 (수집) / 사람 (관련없음) / 사물 (정밀작업),아주 가벼운 작업,-,실내,-,-,-,-,[1222]생명과학 시험원,[2131]생명과학 시험원,[C211]기초 의약물질 및 생물학적 제제 제조업,2022,-
바이오화학제품배양원,"미생물을 배양용기에서 증식시키고 목적산물을 대량 생산하기 위해 배양원료준비, 배양시스템 멸균, 배양 등의 업무를 수행한다.","칭량일지를 작성하여 원료 순서에 따라 조제조에 투입하고 각종 원료를 혼합하여 용해 상태를 확인한다. 용해된 원료 혼합액을 pH, 온도, 액량을 통해 분석하고 원료 용해액을 준비하고 기록 및 보고한다. 멸균기 운전 주의사항을 확인하여 근무자 인수인계사항에 따라 멸균기의 상태를 조사하고 확인하며 멸균기 이상상태를 정상화, 멸균기 점검일지를 작성 및 공유한다. 배지 멸균조건, 멸균기와 발효기의 공멸균상태, 배지조제조의 배지조제완료 상태를 확인한다. 장비운영에 필요한 유틸리티 압력, 온도 등 공급조건과 유틸리티 정상 공급 여부, 배양 장비운영에 필요한 청결, 정리정돈, 긴급정지, 응급조치 제반 준비 여부를 확인한다.",12년 초과 ~ 14년 이하(전문대졸 정도),1년 초과 ~ 2년 이하,자료 (조정) / 사람 (관련없음) / 사물 (정밀작업),아주 가벼운 작업,-,실내,-,-,-,"바이오화학제품제조기사, 바이오화학제품제조산업기사",[1222]생명과학 시험원,[2131]생명과학 시험원,[C211]기초 의약물질 및 생물학적 제제 제조업,2022,-
바이오화학제품분리정제공정관리자,"바이오화학제품의 생산 활동이 효율적으로 이루어질 수 있도록 분리정제, 회수 등의 업무를 수행하고 생산 담당자의 업무를 관리·감독하는 일을 수행한다.","생산물, 생산균주로부터 최종산물의 물리화학적 분리정제 조건을 설정하고 최종산물의 분리정제 계획을 수립한다. 세포배양액에서 생산균주와 여과액을 분리하여 최종산물을 제외한 부산물을 폐기 및 저장한다. 정제공정을 위한 농축액 시료 채취 및 농도를 분석하고 결정 석출을 위한 결정기, 증류기 운전과 크로마토그래피를 실시한다. 농축공정을 위한 시료 채취 및 농도를 분석하고 농축기 운전, 농축작업 수행, 농축결과 작성 및 배양액의 성상을 파악하여 원심분리, 여과 등 균체 회수방법 선택에 따른 운전조건을 도출한다. 균체의 양 측정, 균체 분리 상태를 점검하고 균체분리 설비 운전과 여과를 통한 분리작업의 수행 및 결과보고서를 작성한다.",14년 초과 ~ 16년 이하(대졸 정도),4년 초과 ~ 10년 이하,자료 (조정) / 사람 (협의) / 사물 (정밀작업),아주 가벼운 작업,-,실내,-,-,-,"바이오화학제품제조기사, 바이오화학제품제조산업기사",[1541]화학공학 기술자 및 연구원,[2321]화학공학 기술자 및 연구원,[C211]기초 의약물질 및 생물학적 제제 제조업,2022,-
바이오화학제품안정성평가자,바이오 화학 목표 물질의 생산·유통·폐기 전 과정에 걸쳐서 발생하는 투입물과 산출물에 의한 잠재적 환경 영향을 정성적·정량적으로 평가하는 업무를 수행한다.,"바이오화학제품 특성에 따른 안정성에 대한 적합성 여부 판단, 안정성 평가보고서를 작성한다. 목표 물질의 투입물과 산출물의 생산계획에 따른 환경조사를 실시하고 관련 내용을 분석한다. 조사 분석 자료를 토대로 건강 영향평가를 실시하고 인체건강에 대한 건강결정요인별 예측결과를 활용해 환경의 위해 여부를 평가한다.",16년 초과(대학원 이상),2년 초과 ~ 4년 이하,자료 (분석) / 사람 (협의) / 사물 (정밀작업),가벼운 작업,-,실내,-,-,-,-,[1541]화학공학 기술자 및 연구원,[2321]화학공학 기술자 및 연구원,[C211]기초 의약물질 및 생물학적 제제 제조업,2022,-
바이오화학제품연구기획자,"바이오화학제품 관련 시장 동향, 기술 동향 및 특허 분석을 통해 바이오화학제품 개발전략을 수립, 연구 지원, 연구결과의 지적재산권을 관리한다.","바이오화학 제품시장 및 경쟁사의 동향을 파악하고 사업의 중장기전략을 검토하여 연구개발 목표 및 계획을 수립한다. 연구개발 리스크를 파악하고 연구개발 종합계획·목표달성전략 및 실행방안을 수립한다. 중점 추진전략 및 과제 도출과 투입자원 및 예산계획을 수립하고, 수립된 중장기 제품·기술개발 로드맵과 연구개발 과제를 관리한다. 바이오화학 제품의 국내외 기술 및 시장 정보를 수집하고, 경쟁사 연구개발, 벤치마킹 및 성공사례 등을 분석하여 자사 적용 프로세스를 확립한다.",16년 초과(대학원 이상),4년 초과 ~ 10년 이하,자료 (조정) / 사람 (협의) / 사물 (관련없음),아주 가벼운 작업,-,실내,-,-,-,-,[0131]연구 관리자,[1311]연구 관리자,[M701]자연과학 및 공학 연구개발업 / [C211]기초 의약물질 및 생물학적 제제 제조업,2022,-
바이오화학제품전환공정관리자,생촉매 또는 화학촉매를 사용하여 원하는 물질로 발효 및 효소전환 공정 등의 생물학 전환 등의 업무를 수행하고 생산 담당자의 업무를 관리·감독하는 업무를 수행한다.,"생촉매 준비를 위한 생촉매 활성 및 농도를 측정하고 생촉매 고정화 및 반응조건을 설정하고, 반응 후 기질 농도 및 생산물 농도를 분석하며 반응조건을 조절한다. 화학촉매 준비를 위한 화학촉매 활성 측정 및 고정화, 비표면적을 측정하여 고정화 정도를 평가한다. 전환공정 운전을 위한 반응조건을 설정하고 전·후 기질농도 및 반응물의 농도를 분석하여, 조건을 선택하고 계산한다. 생촉매 반응조건 설정, 활성 측정, 단백질 측정법을 이용한 생촉매 농도 측정, 생촉매 고정화, 공정운전을 위해 생촉매와 반응물질을 정량 투입하고, 반응 후 기질농도 및 생산물의 농도를 분석한다.",14년 초과 ~ 16년 이하(대졸 정도),4년 초과 ~ 10년 이하,자료 (조정) / 사람 (협의) / 사물 (정밀작업),아주 가벼운 작업,-,실내,-,-,-,"바이오화학제품제조기사, 바이오화학제품제조산업기사, 화공기사",[1541]화학공학 기술자 및 연구원,[2321]화학공학 기술자 및 연구원,[C211]기초 의약물질 및 생물학적 제제 제조업,2022,-
바이오화학제품중합공정관리자,화학적 또는 생물학적 중합 반응을 통해 고분자 물질을 제조하기 위한 바이오고분자 중합과 바이오플라스틱 생물학적 생산 담당자의 업무를 관리·감독하는 일을 수행한다.,"제품생산량에 따른 원·부재료 투입량을 산출하고 중합 조업조건을 확인하고 반응기 운전 및 관리를 통한 중합을 위한 시료 채취, 품질분석 의뢰, 중합공정 보고서를 작성한다. 바이오플라스틱의 생물학적 생산공정과 생산배양의 차이점을 구분하고 생산용 미생물 균주특성을 파악한다. 종배양, 본배양 배지조성을 설정하여 바이오플라스틱의 생물학적 생산을 위한 운전조건 설정 및 배양기 운전조건을 확인한다. 바이오플라스틱 생산(정도) 확인 및 생산조건을 변경하여 공정 운전조건을 기록한다. 바이오플라스틱 생산일지 및 생산보고서 작성 후 바이오플라스틱의 생물학적 생산결과를 검증한다.",14년 초과 ~ 16년 이하(대졸 정도),4년 초과 ~ 10년 이하,자료 (조정) / 사람 (협의) / 사물 (정밀작업),아주 가벼운 작업,-,실내,-,-,-,"바이오화학제품제조기사, 바이오화학제품제조산업기사",[1541]화학공학 기술자 및 연구원,[2321]화학공학 기술자 및 연구원,[C211]기초 의약물질 및 생물학적 제제 제조업,2022,-
바이오화학제품품질관리자,"허가용 품질평가, GMP 문서 교육 관리, 화장품 기준서 관리, 화장품 GMP 관리, 화장품 품질 보증, 법규관리 등의 업무를 수행한다.","제품품질 분석결과, 완제품의 품질결과에 대한 통계분석, 불량품 원인분석, 방지대책, 폐기대책을 수립한다. 공정단계별로 품질기준 파악, 품질분석 결과 기록, 품목별, 공정별 품질개선에 대한 자료를 작성 후 관리하고 보고한다. 전처리 방법과 시료 처리 시 안전사항 확인, 정량을 위한 검량곡선 작성, 규격 허용범위 및 품질불량 기준을 설정한다. 불량발생 메커니즘의 해석, 품목별, 공정별 불량의 종류 및 내용에 따른 분류불량유형 보고서를 작성한다. 제품표준서에 따라 완제품 기준 및 시험방법의 시험항목과 기준을 파악하고 시험결과에 따라 적합 유무를 판정하고 기록·관리한다.",14년 초과 ~ 16년 이하(대졸 정도),1년 초과 ~ 2년 이하,자료 (수집) / 사람 (관련없음) / 사물 (정밀작업),아주 가벼운 작업,-,실내,-,-,-,"바이오화학제품제조기사, 바이오화학제품제조산업기사, 화학분석기사, 화학분석기능사",[0284]생산·품질 사무원,[3124]생산 및 품질 관리 사무원,[C211]기초 의약물질 및 생물학적 제제 제조업,2022,-
바이오화학제품품질평가관리자,"허가용 품질평가, GMP 문서 교육관리, 기준서 관리, GMP 관리, 품질 보증, 법규관리 등의 업무를 수행한다.","제제 특성을 고려하여 규격 항목 선정, 시험 진행, 적합 여부를 판단하고 허가용 규격설정 근거자료를 작성한다. 제품표준서 개정 및 이력 관리, 제품표준서, 품질관리기준서의 구성요소, 시험시설 및 시험기구의 점검방법, 시험검체 채취방법 및 관리사항을 결정한다. 품질관리기준서의 변경사항 발생 시 변경이력을 유지·관리하고, 제조위생관리기준서의 구성요소를 결정하며, CGMP 규정에 따라 조직을 구성한다. 생산시설의 설계 기준 요건을 파악하고 제조 및 품질관리에 필요한 시설, 장비를 파악 및 유지 관리한다. 검체 채취 규정에 따라 시험용 검체 및 보관용 검체의 채취 절차를 점검 및 보관관리하며, 평가표에 따라 적합여부를 판정한다. 불량품 관리 규정에 따라 불량품 처리절차서를 작성하고 불량품에 대하여 제품회수, 재작업, 폐기 등을 처리 및 기록·관리한다.",14년 초과 ~ 16년 이하(대졸 정도),1년 초과 ~ 2년 이하,자료 (수집) / 사람 (관련없음) / 사물 (정밀작업),아주 가벼운 작업,-,실내,-,-,-,-,[0284]생산·품질 사무원,[3124]생산 및 품질 관리 사무원,[C211]기초 의약물질 및 생물학적 제제 제조업,2022,-
바텐더,고객의 주문에 따라 각종 알코올음료 및 비알코올음료를 제조하여 제공하는 일을 한다.,"고객의 취향에 맞는 칵테일을 서비스하기 위하여 알코올의 농도, 맛, 향이 각기 다른 알코올성 음료와 청량음료, 기타 부재료를 적당한 비율로 혼합하여 맛을 낸다. 생과일, 올리브 등을 잔 위에 걸쳐 시각적인 장식효과를 낸다. 셰이커를 흔드는 등 칵테일 제조방법을 연출하여 볼거리를 제공한다. 사용한 도구와 유리잔 등을 직접 세척하기도 한다.",9년 초과 ~ 12년 이하(고졸 정도),3개월 초과 ~ 6개월 이하,자료 (비교) / 사람 (서비스 제공) / 사물 (관련없음),가벼운 작업,손사용,실내,-,조주사,-,조주기능사,[5316]바텐더,[4421]바텐더,[I562]주점 및 비알코올 음료점업,2012,-
박리기조작원,아연이 전착된 음극판에서 아연을 분리·탈하시키고 다음 전착이 용이하게 종판을 연마하는 자동박리기를 조작한다.,"개폐용 공기호스, 연마기 브러시 회전상태, 연마수, 연마기 파손 여부, 컨베이어후크 교정상태 등을 점검한다. 자동박리기 스위치를 조작하여 기계를 가동하고, 기중기를 이용하여 대차에 적재한다. 연마수 밸브를 열어 연마수량을 조절하고 연마수 펌프를 조작하여 가동한다. 컨베이어를 통해 자동박리기에 투입되는 전착된 음극판을 관찰하고, 박리된 전착아연을 적중기에 정리한다. 박리된 음극판에 묻어 있는 불순물을 제거하고 전착을 용이하게 하기 위하여 연마기로 음극판 표면을 연마한다. 연마된 음극판을 기중기를 이용하여 전해조에 다시 투입한다. 박리기 운전일지 및 작업량을 기록·작성한다. 연마기 하부에 쌓인 아연조각을 제거하기도 하며, 박리칼을 교환하기도 한다.",9년 초과 ~ 12년 이하(고졸 정도),1년 초과 ~ 2년 이하,자료 (수집) / 사람 (관련없음) / 사물 (제어조작),보통 작업,-,실내,"다습
소음·진동",-,-,-,[8211]금속가공 제어장치 조작원,[8414]금속가공 관련 제어 장치 조작원,[C242]1차 비철금속 제조업,2015,-
박막트랜지스터검사원,"TFT(Thin Film Transistor:박막트랜지스터)제조공정에서 단위공정의 완성도, 전기적 특성, 화학적 특성 등을 검사하여 이상 유무를 파악하고 각종 조치를 한다.","클린룸에 입장하기 위하여 방진복을 착용하고 에어샤워를 한다. 제조 공정에서 단위 공정의 완성도를 확인하기 위하여 제품의 전기적·광학적 특성을 측정한다. 현미경 등 각종 측정장비를 사용하여 박막의 증착 두께, 식각 두께의 평가, 패턴(Pattern) 형성 확인, 전기적 특성을 검사하고 기록한다. 액정주입이 완료된 패널에 화상신호를 인가하여 불량검사를 한다. 모듈공정의 백라이트 부품 조립 후 기본적인 검사를 하고, 일정 시간의 에이징(Aging)을 거친 후 최종검사를 하여 포장 및 출하 공정으로 보낸다. 불량 여부의 원인 규명, 생산비 절감과 품질 향상을 위해 관련 부서에 검사결과를 통보하고 의견을 제출한다.",9년 초과 ~ 12년 이하(고졸 정도),6개월 초과 ~ 1년 이하,자료 (비교) / 사람 (관련없음) / 사물 (투입-인출),보통 작업,손사용,실내,소음·진동,"TFT검사원, 티에프트검사원",-,"전기기능사, 화학분석기능사",[8360]전기·전자 부품·제품 조립원,[8640]전기·전자 부품 및 제품 조립원,[C262]전자부품 제조업,2014,-
박막트랜지스터노광현상원,PR코팅이 끝난 글라스에 원하는 마스크 패턴을 띄워 자외선을 쪼이게 한 후 자외선 노출부분만 제거하는 현상 작업을 한다.,"클린룸에 입장하기 위하여 방진복을 착용하고 에어샤워를 한다. 이전 작업을 통해 감광물질(PR)로 된 막을 형성한 글라스에 자외선을 쪼이도록 이동시킨다. 노광장비(Exposure Machine)의 오퍼레이팅 파라미터에 각종 수치와 노광시간, 자외선강도 등을 입력한다. 기기를 작동시켜 감광액이 코팅된 글라스에 원하는 마스크 패턴을 형성하기 위하여 자외선을 조사하고 감광액을 반응시킨다. 이때 마스크와 글라스의 밀착평탄도, 램프안정화에 주의하면서 패턴을 정렬하여 마스크 패턴을 형성시킨다. 노광작업이 완료되면 자외선에 반응되어 노출이 된 부분만을 현상액을 이용하여 제거하는 현상 공정(하드베이커 공정)을 통해 원하는 패턴을 형성한다. 다음 공정인 식각(에칭) 공정으로 자동이동시킨다.",9년 초과 ~ 12년 이하(고졸 정도),1년 초과 ~ 2년 이하,자료 (비교) / 사람 (관련없음) / 사물 (제어조작),보통 작업,손사용,실내,"위험내재
소음·진동","TFT노광현상원, 티에프티노광현상원",-,"전기기능사, 화학분석기능사",[8352]전자 부품·제품 생산기계 조작원,[8632]전자 부품 및 제품 제조 기계 조작원,[C262]전자부품 제조업,2014,-
박막트랜지스터러빙기조작원,"인쇄가 된 배향막 위를 천(Rubbing Cloth)에 의해 일정한 힘과 속도, 방향으로 문질러 골을 만드는 러빙(Rubbing)장치를 조작한다.","클린룸에 입장하기 위하여 방진복을 착용한다. 세정과 인쇄 공정을 거친 컬러필터와 TFT(Thin Film Transistor:박막트랜지스터)의 배향막을 러빙기기(Rubbing Machine)에 투입을 한다. 오퍼레이터 파라미터에 수치를 입력한 후 기기를 작동시켜 롤러에 감긴 러빙 포(Rubbing Cloth:러빙 천)가 배향막 위를 일정한 힘과 속도, 방향으로 회전하면서 문질러주도록 한다. 컬러필터와 TFT의 러빙 방향을 서로 직각이 되게 하여 최적의 시야각 특성을 지니게 한다. 배향막 위에 골을 만들고 액정이 배향될 수 있게 만든다. 배향력을 높이기 위해서 러빙의 세기(Rubbing Strength)를 조정하기도 한다. 실(Seal) 인쇄와 스페이서(Spacer) 산포 공정으로 이동시킨다.",9년 초과 ~ 12년 이하(고졸 정도),1년 초과 ~ 2년 이하,자료 (비교) / 사람 (관련없음) / 사물 (제어조작),보통 작업,손사용,실내,"위험내재
소음·진동","TFT러빙기조작원, 티에프티러빙기조작원",-,"전기기능사, 화학분석기능사",[8352]전자 부품·제품 생산기계 조작원,[8632]전자 부품 및 제품 제조 기계 조작원,[C262]전자부품 제조업,2014,-
박막트랜지스터모듈조립원,"편광필름이 부착이 된 상하판에 TAB(Tape Automated Bonding)을 부착하고 구동회로(Driving IC)를 실장(實裝, Mounting)하며 PCB(Printed Circuit Board) 조립과 백라이트 부분을 연결하여 박막트랜지스터모듈을 완성한다.",편광판이 부착이 된 패널을 이동시킨다. PCB회로를 연결하기 위해 자동으로 테이프를 본딩하는 TAB(Tape Automated Bonding)을 부착한다. TAB을 부착한 후 고온과 고압의 탈포공정을 통해 밀착성을 높인다. 만들어진 TAB에 PCB 기판을 부착하고 구동평가를 실시한다. 만들어진 기판에 백라이트 부분(BLU:Back Light Unit)을 조립한다. 만들어진 제품에 대한 기본적인 검사를 하고 에이징을 거친 후 최종검사를 하도록 TFT(Thin Film Transistor) 검사공정으로 이동시킨다.,9년 초과 ~ 12년 이하(고졸 정도),6개월 초과 ~ 1년 이하,자료 (수집) / 사람 (관련없음) / 사물 (수동조작),보통 작업,손사용,실내,"위험내재
소음·진동","TFT모듈조립원, 티에프트모듈조립원",-,전기기능사,[8360]전기·전자 부품·제품 조립원,[8640]전기·전자 부품 및 제품 조립원,[C262]전자부품 제조업,2014,-
박막트랜지스터배향원,"초기 세정 공정을 거친 컬러필터, TFT(Thin Film Transistor:박막트랜지스터) 기판의 액정분자에 방향성을 부여하기 위하여 배향막을 형성하고 소성하는 기기를 작동한다.","클린룸에 입장하기 위하여 방진복을 착용하고 에어샤워를 한다. 액정 분자를 일정한 방향으로 배열시키는 배향막 형성을 위해 초기세정이 된 컬러필터와 TFT를 이동시킨다. 배향막 인쇄기기의 오퍼레이션 파라미터에 용해액 점도, 스핀속도, 스핀시간, 스핀단계 등을 입력한다. 배향막 도포에는 스피닝(Spinning), 도핑(Doping), 롤러코팅(Roller Coating) 등의 방법을 주로 이용한다. 기기를 작동해 스테이지가 좌우로 이동하면서 그 위에 있는 컬러필터와 TFT 기판 위에 롤러가 회전하면서 배향막을 인쇄하고 롤러와 맞닿는 부분에 일정한 방향성을 부여하도록 한다. 인쇄작업이 끝나면 소성작업을 위해 큐어링오븐(Curing Oven)의 오퍼레이팅 파라미터에 건조온도 및 시간, 경화온도 및 시간을 입력한다. 이때 얼룩방지를 위한 균일한 온도를 유지하고 세팅온도를 확인한다. 오븐을 작동시켜 핫플레이트 위의 글라스에 도포된 폴리아믹산(Poly Amic Acid) 박막을 경화시켜 폴리이미드(Polyimide) 배향막을 형성한다. 경화가 완료되면 다음 공정인 러빙공정으로 컬러필터와 TFT를 이동시킨다.",9년 초과 ~ 12년 이하(고졸 정도),1년 초과 ~ 2년 이하,자료 (비교) / 사람 (관련없음) / 사물 (제어조작),보통 작업,손사용,실내,"위험내재
소음·진동","TFT배향원, 티에프티배향원",-,"전기기능사, 화학분석기능사",[8352]전자 부품·제품 생산기계 조작원,[8632]전자 부품 및 제품 제조 기계 조작원,[C262]전자부품 제조업,2014,-
박막트랜지스터봉지원,액정이 주입된 셀 내부 주입구를 봉지제로 봉합하는 기기를 작동한다.,"클린 룸에 입장하기 위하여 방진복을 착용하고 에어샤워를 한다. 액정이 주입된 패널의 봉지 작업을 위해 이동시킨다. 봉지공정 기기(End Seal M/C)의 오퍼레이팅 파라미터에 가압조건, 강압조건, 침투시간, 노광시간 등을 입력한다. 액정 셀을 가압한 후 잉여 액정을 제거한다. 액정 셀을 감압 후 액정 주입구에 봉합 실란트(End Sealant)를 침투시킨 후 자외선램프로 경화시킨다. 일정 시간이 지난 후 검사를 위한 공정으로 이동시킨다.",9년 초과 ~ 12년 이하(고졸 정도),1년 초과 ~ 2년 이하,자료 (비교) / 사람 (관련없음) / 사물 (조작운전),보통 작업,손사용,실내,"위험내재
소음·진동",TFT봉지원,-,"전기기능사, 화학분석기능사",[8859]주입·포장·상표부착기 및 기타 기계 조작원,[8990]기타 기계 조작원,[C262]전자부품 제조업,2017,-
박막트랜지스터세정원,"증착과정을 통해 만들어진 컬러필터와 TFT 글라스의 이물질을 제거하고 박막의 접착력 강화를 위한 초기세정과 현상, 식각, 박리 공정에서 세정 작업을 한다.","클린룸에 입장하기 위하여 방진복을 착용한다. 세정을 시키고자 하는 목적에 따라 물리적 세정, 화학적 세정, 건식 세정으로 나누어 각각의 세부적인 세정방법을 적용한다. 세정기기의 컨트롤 패널에 작업을 위한 각종 정보를 입력한다. 이때 서브 픽셀의 크기가 매우 작아 작은 먼지에도 불량 화소가 발생할 수 있는 특징을 감안하여, 세밀하게 세정기기를 작동시킨다. 세정이 완료된 컬러필터와 TFT 글라스를 일정 시간 건조시킨 후 다음 공정으로 이동시킨다.",9년 초과 ~ 12년 이하(고졸 정도),1년 초과 ~ 2년 이하,자료 (비교) / 사람 (관련없음) / 사물 (제어조작),보통 작업,손사용,실내,"위험내재
소음·진동","TFT세정원, 티에프트세정원",-,"전기기능사, 화학분석기능사",[8360]전기·전자 부품·제품 조립원,[8640]전기·전자 부품 및 제품 조립원,[C262]전자부품 제조업,2014,-
박막트랜지스터셀절단원,합착공정을 거쳐 합착이 된 기판을 각각의 패널로 분리하기 위해 절단선을 형성하고 규격에 맞게 절단하는 기기를 작동한다.,"클린룸에 입장하기 위하여 방진복을 착용하고 에어샤워를 한다. 전 공정을 통해 합착이 된 기판을 일정 시간 경화시킨 후 이동시킨다. 셀 절단선을 형성하기 위하여 이동이 된 기판을 스크라이브(Scribe) 장비의 진공 스테이지 위에 고정을 시킨다. 이때 진공을 확인하여 기판의 밀림을 방지한다. 셀 절단기기(Cell Cutting Machine)의 오퍼레이팅 파라미터에 주 압력과 휠 압력 등의 수치를 입력하고 정렬 포인트를 체크한다. 기기를 가동시켜 경도가 높은 다이아몬드 휠로 글라스를 절단한 다음, 셀별로 충격을 가하여 셀 절단선대로 절단을 하는 브레이크 공정을 진행한다. 이때 휠 압력이 높을 경우 크랙(Crack)이 발생하는 점에 주의를 한다. 액정 주입구와 전극부는 노출을 시켜 액정 주입을 위한 공정으로 이동시킨다.",9년 초과 ~ 12년 이하(고졸 정도),6개월 초과 ~ 1년 이하,자료 (비교) / 사람 (관련없음) / 사물 (제어조작),보통 작업,손사용,실내,"위험내재
소음·진동","TFT셀절단원, 티에프티셀절단원",-,전기기능사,[8352]전자 부품·제품 생산기계 조작원,[8632]전자 부품 및 제품 제조 기계 조작원,[C262]전자부품 제조업,2014,-
