직무명,직무개요,수행직무,정규교육,숙련기간,직무기능,작업강도,육체활동,작업장소,작업환경,유사명칭,관련직업,자격/면허,고용직업분류,표준직업분류,표준산업분류,조사연도,비고
산림조사원,"영림계획편성을 위하여 임지의 실태, 면적, 방위, 경사, 토질, 습도, 수종, 혼효율, 수령, 수고, 입목도, 재적 등을 조사한다.","산림 내의 일정면적을 기준으로 하여 임반을 편성한다. 인공림, 천연림, 나무의 종류, 수령, 교통편의 등을 고려하여 소반(小班:산림시업상 일시적으로 구획하는 최소의 구획단위)을 구획한다. 각 소반별로 측량을 실시하여 면적을 확정한다. 조사하고자 하는 산림 내의 경사도, 토성, 토양의 깊이, 습도 등의 지황을 조사한다. 각 소반별로 표준지를 설정하고 표준지 중앙선상에 줄을 띄운 후, 줄자, 윤척(캘리퍼스), 수고측정기(크리노메타)를 사용하여 나무의 가슴높이 직경(흉고직경)과 수고를 조사한다. 재적표에 따라 표준지 내의 조사된 재적으로 소반 내 전체 재적을 구한다. 산림조사자료를 기초로 하여 당해 산림에 대한 영림계획을 수립한다.",12년 초과 ~ 14년 이하(전문대졸 정도),1년 초과 ~ 2년 이하,자료 (수집) / 사람 (말하기-신호) / 사물 (관련없음),보통 작업,"균형감각
시각",실내·외,-,,,,[1223]농림어업 시험원,[2132]농림·어업 관련 시험원,[A020]임업,2022,
산림치유지도사,"자연경관, 향기 등 자연의 다양한 요소를 활용하여 인체의 면역력을 높이고 건강 증진을 돕는 산림치유프로그램을 개발, 보급 및 지도한다.","숲에 대한 다양한 정보와 지식을 수집하고 연구한다. 숲에서의 활동이 인체에 미치는 생리적, 심리적 효과를 심신 치유에 활용하는 산림치유프로그램을 기획한다. 고객이 치유의 숲에 도착하면 오리엔테이션을 진행한다. 고객과 상담하고 건강상태를 점검한다. 준비운동을 진행한다. 식물치유(산림욕, 식물관찰, 방향욕 등), 식이치유(식용 및 약용식물 탐방, 산나물식사 등), 정신치유(산림명상, 산림요가, 숲과 음악, 카운슬링 등), 운동치유(지형치유, 맨발걷기, 힐링워킹 등), 기후치유(산림욕 체조, 해풍욕, 풍욕, 일광욕 등), 물치유(크나이프식 물치유, 냉온수욕, 온천욕, 족욕 등) 등 산림치유 프로그램을 진행한다. 프로그램이 종료되면 느낌나누기, 설문조사 등을 통해 산림치유 성과를 평가한다. 치유의 숲의 시설물 및 물품을 관리한다. 기반시설(숲길, 연못, 야생화 단지 등)을 관리한다.",12년 초과 ~ 14년 이하(전문대졸 정도),2년 초과 ~ 4년 이하,자료 (조정) / 사람 (교육) / 사물 (관련없음),가벼운 작업,"균형감각
청각
손사용
언어력
시각",실외,-,"산림치유사, 숲치유사, 산림테라피스트","숲해설가, 숲길등산지도사",산림교육전문가(산림치유지도사),[3069]기타 치료·재활사 및 의료기사,[2459]기타 치료·재활사 및 의료기사,[Q869]기타 보건업,2022,
산림환경연구원,"기후변화 등에 따른 산림환경변화에 미치는 영향을 조사·분석하여 산림생태계의 보전 및 관리기술, 산지재해 방지 및 생산력 증진기술, 산림해충의 종합관리 등의 기술개발을 위한 연구를 한다.","산림환경보전 및 공익기능 유지증진을 위한 기술개발을 위하여 산림생물다양성 보전 및 생태계 변화를 연구한다. 훼손된 생태계의 생태적 조성 및 관리기술의 체계화, 환경변화에 따른 수목의 피해원인 규명과 관리대책의 수립, 산불피해지 복구관리 및 생태계 변화 등을 위한 연구를 한다. 수목의 생장과 환경적응 특성을 밝혀 건전한 산림생태계의 유지·관리를 위한 기술을 개발하기 위하여 이상기상에 따른 수목피해 원인을 규명하여 이에 대한 대응방안을 수립한다. 도시림의 생태적 관리기술 개발 및 기상이 수목의 개화시기에 미치는 영향 등을 연구한다. 산림을 산불로부터 보호할 수 있는 효과적인 산불피해 경감기법 개발과 산불피해지의 생태계 변화에 따른 합리적 복구방안을 연구한다. 산림자원보전 및 임업생산성 향상을 위해 병해충예찰 및 발생예측모델을 개발하며, 산림생태계에 미치는 영향을 최소화할 수 있는 무공해 생물농약, 길항미생물 등을 이용한 환경친화적 방제법 및 특용작물의 병해충 방제기술을 연구한다. 그 외에 연구원(일반)이 수행하는 일반적인 업무를 수행한다.",16년 초과(대학원 이상),4년 초과 ~ 10년 이하,자료 (종합) / 사람 (말하기-신호) / 사물 (정밀작업),가벼운 작업,-,실내,-,,"연구분야에 따라 산림생태연구원, 임지보전연구원, 산림생물연구원",,[1221]생명과학 연구원,[2111]생명과학 연구원,[M701]자연과학 및 공학 연구개발업,2022,
산부인과전문의사,"태아 출생 전후의 임산부를 관리하고 분만을 담당하며, 전 연령의 여성을 대상으로 생식기관 및 이와 관련된 모든 질환을 진단하고 치료한다.","임산부의 산전상담, 임산부의 산전관리를 위하여 임상병리검사, 초음파검사, 양수검사 등의 자료와 태아감시장치를 사용하여 임산부와 태아의 건강상태를 평가한다. 이를 위하여 정기적 검진을 실시하며, 이상 소견 시 약물처방 또는 외과적 처치를 한다. 신생아의 분만을 담당하고 태아와 산모의 건강을 위하여 필요시 제왕절개수술이나 기타 외과수술을 실시한다. 분만 후 간격조절이나 피임 수술을 한다. 전 연령의 여성을 대상으로 생식기관, 요도기관, 직장 및 이와 관련된 제 질환을 과거력, 이학적 소견, 임상병리검사, 방사선검사 등으로 진단하고 적절한 약물처방과 병소부위의 제거를 위한 수술을 한다. 불임 여성의 원인을 찾기 위한 임상병리검사, 방사선검사 등을 하고 이의 치료를 위한 약물처방, 외과적 수술 혹은 시술 등을 수행한다. 산모와 태아 및 신생아의 건강과 분만을 돕는다. 정부기관에 출생, 사망 및 전염병발생 등을 보고한다.",16년 초과(대학원 이상),4년 초과 ~ 10년 이하,자료 (조정) / 사람 (자문) / 사물 (정밀작업),가벼운 작업,"손사용
시각",실내,-,산부인과의사,-,"의사, 산부인과전문의",[3011]전문 의사,[2411]전문 의사,[Q861]병원,2017,-
산불감시원,화재예방에 대한 계획을 수립하고 지정된 산림과 벌목예정지역을 순찰하며 산불을 감시한다.,"산림지대나 벌목지대를 수시로 순찰하여 화재위험 대상 및 여부를 조사한다. 산불진화에 필요한 소화호스, 양동이, 소화기 등의 상태를 확인하고 소화장비를 검사하여 목록을 작성한다. 조사내용에 대한 상황보고서를 준비한다. 위반사항을 시정하도록 지침서와 지시서를 발행하며 지시대로 이행되는지 확인하기 위하여 시정 지역을 재조사한다. 소화공구 및 장비의 관리와 수리를 위하여 소모 또는 상실되거나 고장 난 소화공구·장비를 대체하고 필요한 물품을 보충하기 위하여 새로운 장비와 물자공급을 요구한다. 산불이 많이 발생하는 건조기에는 산림지대 내 사람들의 접근과 오락 및 나무채취 등을 제한한다. 산불이 발생하면 관련 기관에 무전기를 통하여 알리고 진화작업을 한다.",6년 초과 ~ 9년 이하(중졸 정도),3개월 초과 ~ 6개월 이하,자료 (비교) / 사람 (말하기-신호) / 사물 (단순작업),보통 작업,"균형감각
웅크림",실외,-,,,,[9050]농림어업 단순 종사원,[9910]농림·어업 관련 단순 종사원,[A020]임업,2022,
산불진화대원,산림에 발생한 산불을 진화하기 위하여 산불이 발생한 곳에 파견되어 혼자 또는 작업조원으로서 산불현장 통합지휘본부의 지시에 따라 진화작업을 한다.,"평준지, 험준지, 암석지, 고산지 등 산림에서 발생한 산불 대응 및 진화를 위하여 산불의 선단, 측변, 인명 및 재산피해 우려지역에서 도끼, 기계톱, 삽, 수동 및 동력 이동식 소화펌프를 사용하여 산불을 억제하거나 진압하기 위하여 바람 방향에 따라 나무나 풀 등을 베고 청소하여 불길이 번지지 못하도록 한다. 접근이 어려운 산불 발생지역의 경우 헬기를 이용하여 진화 또는 인명구조 작업을 한다. 주불 진화 후 남아 있는 잔불진화 및 뒷불 감시활동을 위하여 진화선 및 산불이 재발할 수 있는 고열 지역을 감시한다.",9년 초과 ~ 12년 이하(고졸 정도),1년 초과 ~ 2년 이하,자료 (비교) / 사람 (말하기-신호) / 사물 (수동조작),아주 힘든 작업,"균형감각
웅크림",실외,"대기환경미흡
위험내재
고온","산림소방원, 산불재난특수진화대원, 산림예방전문진화대원",,,[2402]소방관,[4112]소방관,[O844]사법 및 공공질서 행정,2022,
산세반장,"코일, 강선, 강관, 강판 등 금속물의 산화피막 제거, 녹의 제거 및 방지, 기름 제거 등을 위하여 세척하는 데 종사하는 작업원의 활동을 감독·조정한다.","세척하려는 금속물의 양·크기·종류 등에 따라 침적시간, 용액농도, 산의 종류를 설정한다. 산세공정의 설비를 점검하고 관리한다. 부자재 및 공구를 확인하고 부족분을 청구한다. 작업원의 활동을 감독하고 기술을 지도한다. 세척된 물체의 표면을 검사하여 결함 여부를 조사한다. 실험실 분석을 위하여 산용액의 시료를 수집·분류한다. 세척탱크·온수조·걸대 등 각종 설비를 검사하여 이상이 있을 때 보수를 의뢰한다. 산 재생공정과 수시로 연락하여 세척탱크의 적정 농도와 온도를 유지한다. 비중·적정시험검사 등 각종 시험을 수행하기도 하며, 명세서와 일치하는지 확인하기 위해 세척용액을 분석하기도 한다.",9년 초과 ~ 12년 이하(고졸 정도),10년 초과,자료 (조정) / 사람 (감독) / 사물 (수동조작),보통 작업,-,실내,"대기환경미흡
위험내재
다습",-,-,"표면처리기능사, 표면처리산업기사, 표면처리기능장",[8252]도금·금속분무기 조작원,[8422]도금 및 금속 분무기 조작원,[C241]1차 철강 제조업,2015,-
산세원,"코일, 강선, 강관, 강판 등 금속물의 산화피막제거, 녹의 제거 및 방지, 기름제거 등을 위하여 화학약품으로 세척한다.","온수탱크에 가열증기를 주입하여 일정 온도로 가열한다. 지시된 염산, 인산 등 의약품을 탱크에 혼합하여 작업표준에 지시된 산의 농도로 맞춘다. 산세할 제품을 천장기중기에 걸어 산세용 적치대에 놓는다. 천장기중기를 조작하여 적치대를 들어 올려 산탱크에 일정 시간 침적시켜 산으로 세척한다. 세척된 제품을 냉·온수 탱크에 침적시켜 산액을 씻어낸다. 산세된 제품의 표면을 검사하여 결함여부를 확인한다. 비중계를 사용하여 산의 농도를 검사하고 규정농도를 유지하기 위하여 화학약품을 첨가한다. 세척이 완료된 제품을 천장기중기를 사용하여 적치장에 적치한다.",9년 초과 ~ 12년 이하(고졸 정도),1년 초과 ~ 2년 이하,자료 (수집) / 사람 (관련없음) / 사물 (수동조작),보통 작업,-,실내,"위험내재
다습",,,"표면처리기능사, 표면처리산업기사, 표면처리기능장",[8252]도금·금속분무기 조작원,[8422]도금 및 금속 분무기 조작원,[C241]1차 철강 제조업,2015,
산업기계장비임대사무원,"제조생산용 기계장비, 건설 및 토목공사용 기계장비, 연구·실험기기, 의료기기 등의 산업용 기계 및 장비에 대한 임대영업, 계약 등에 관한 업무를 수행한다.","산업설비를 필요로 하는 신규설립업체와 시설확장업체를 조사한다. 대상업체에 임대설비의 경제성과 장점 등을 홍보한다. 사업체에서 산업설비의 임대요청을 접수하고 대상 설비의 품명, 기종, 제작회사 및 가격 등을 확인한다. 설비의 임대조건을 결정하고 대상 설비임대에 따른 이자율을 책정한다. 임대를 요구한 사업체의 재무구조, 사업전망 등의 자료를 수집하고, 대상 사업체의 신용을 심사하는 데 필요한 관련 서류를 요청한다. 임대조건, 담보조건 등을 결정하고 임대계약을 체결한다. 임대계약에 따라 임대설비를 구매 주문하고, 수입설비의 경우 수입허가를 얻어 통관절차를 수행한다. 임대설비 구입에 따른 물건대금, 통관, 운반 등에 수반되는 제반 비용을 지급한다. 구입설비를 인도하고 임대변경(확정) 계약을 체결하여 계약내용에 따라 임대료를 수납한다. 임대기한이 만료되면 임대물을 회수한다.",12년 초과 ~ 14년 이하(전문대졸 정도),6개월 초과 ~ 1년 이하,자료 (분석) / 사람 (설득) / 사물 (관련없음),아주 가벼운 작업,-,실내,-,임대계약사무원,"담당업무에 따라 임대료수납원, 임대상담원, 임대심사원, 임대하는 기계류의 종류나 산업에 따라 광업장비임대사무원, 농업용장비임대사무원, 중장비임대사무원, 공작기계임대사무원, 사무용기기임대사무원, 영화촬영장비임대사무원",,[0261]기획·마케팅 사무원,[3121]기획 및 마케팅 사무원,[N763]산업용 기계 및 장비 임대업,2013,
산업기반기술학원강사,산업기반기술 계열학원에서 수강생들에게 특정교과에 대한 이론과 기술을 강의하고 자격·면허를 취득하기 위한 전문과목을 지도한다.,"수강생들에게 기본이론, 공구 및 기계의 사용, 안전관리 등에 관하여 설명하고 시범을 보인다. 실습을 지도·감독하고 수강생들의 기능을 평가하여 약점을 보완한다. 교습과정으로 기계, 자동차, 금속, 화공 및 세라믹, 전기, 통신, 전자, 조선, 항공, 토목, 건축, 의복·섬유, 광업자원, 국토개발, 농림, 해양, 에너지, 환경, 공예, 교통, 안전관리 등이 있으며 이러한 기술 분야 중 하나 또는 그 이상을 전문으로 지도한다.",14년 초과 ~ 16년 이하(대졸 정도),2년 초과 ~ 4년 이하,자료 (분석) / 사람 (교육) / 사물 (정밀작업),보통 작업,"손사용
언어력",실내,-,-,"지도하는 과목에 따라 기계기술학원강사, 자동차기술학원강사, 금속기술학원강사, 화공 및 세라믹기술학원강사, 전기기술학원강사, 통신기술학원강사, 전자기술학원강사, 조선기술학원강사, 항공기술학원강사, 토목기술학원강사, 건축기술학원강사, 의복·섬유기술학원강사, 광업자원기술학원강사, 국토개발기술학원강사, 농림기술학원강사, 해양기술학원강사, 에너지기술학원강사, 환경기술학원강사, 공예기술학원강사, 교통기술학원강사, 안전관리기술학원강사",-,[2143]기술·기능계 강사,[2543]기술 및 기능계 강사,[P856]기타 교육기관,2012,-
산업노동정책연구원,"산업구조의 변화와 방향을 분석하고, 그에 따른 무역구조 및 노동구조의 변화를 예측하는 연구를 한다.","산업구조의 형태와 산업구조 변화에 영향을 주는 제반 요인을 분석하고, 이러한 요인이 중장기적인 산업구조의 변화에 미치는 영향을 전망한다. 산업구조의 변화로 가져올 무역구조 및 노동구조의 변화를 예측하기 위한 분석을 한다. 해외투자, 인수합병(M&A), 발전방향, 중·장기적인 산업구조 조정방향 등에 대한 기업체의 자문에 대한 분석을 한다. 그 외에 연구원(일반)이 수행하는 일반적인 업무를 수행한다.",16년 초과(대학원 이상),4년 초과 ~ 10년 이하,자료 (분석) / 사람 (자문) / 사물 (관련없음),아주 가벼운 작업,-,실내,-,-,-,-,[1102]사회과학 연구원,[2122]사회과학 연구원,[M702]인문 및 사회과학 연구개발업,2012,-
산업보건관리원,"산업체에 종사하는 근로자들의 건강하고 안전한 작업을 지원하기 위해 보건관리, 작업환경 측정 및 개선, 보건교육 및 지도 등을 수행한다.","정기 건강진단, 채용 건강진단 등에 따른 필요한 행정적 조치를 취하고 이에 따른 개인별 카드를 기록·유지하며 결과를 보고한다. 작업환경, 작업특성에 적합한 위생보호구를 개발·지급하고 착용실태 등을 파악하여 보고한다. 현장 직원들의 질병 예방을 위해 현장을 순회하여 보건교육 실시에 필요한 행정적 조치를 취하고 그 결과를 보고한다. 작업환경 측정장비를 이용하여 작업장 내의 현장 설비, 직무수행 등에 따른 분진, 소음, 유기용제, 중금속 등의 유해물질이 작업원에게 노출되는 정도를 측정하고 측정 결과표와 위생관리에 따른 점검표를 작성하여 보고한다. 환자발생 원인 통계 등 각종 자료를 기록·유지하고 보고한다. 산업보건관리에 필요한 각종 검사측정 기구 및 약품을 보존·관리한다. 의료장비, 의약품, 의료비품 등을 구매·관리하고 구급약품 및 영양제를 지급·관리하기도 한다.",12년 초과 ~ 14년 이하(전문대졸 정도),1년 초과 ~ 2년 이하,자료 (조정) / 사람 (말하기-신호) / 사물 (정밀작업),가벼운 작업,-,실내,-,,,"산업위생관리기술사, 산업위생관리기사, 산업위생관리산업기사",[1555]보건위생·환경 검사원,[2365]보건 위생 및 환경 검사원,[O842]사회 및 산업정책 행정,2022,
산업설비여신자금대출원,"시설사업(선박, 항공기 또는 기타 산업설비) 관련 자금소요 파악 및 현금흐름(Cash Flow) 분석을 통해 최적의 금융구조를 개발하고 각종 통제장치의 마련 및 상황변화에 따른 대안을 강구하는 일을 수행한다.","잠재차주 및 주요고객(항공 및 해상운송, 정유, 제약, 화학플랜트사업체 등)을 대상으로 여신마케팅전략을 수립하여 마케팅을 실시한다. 대상사업에 대한 정보수집 및 금융구조 수립, 분석 등 금융자문을 한다. 대출요청서와 사업계획서를 수렴하여 기본사항을 검토한다. 경영자 및 주요 경영인력과 면담하여 경영마인드를 검증한다. 해당 사업의 사업성, 시장성, 기술성, 재무분석, 유동성, 수익성 등을 파악하여 산업설비 대출적격업체를 심사한다. 기업가치를 측정·산정하고 현장실사를 실시하여 서류상의 생산설비현장 일치 여부를 확인한다. 대출방법 및 조건(대출금의 규모와 지급시기)을 경영자측과 협상하여 결정한 후 심사요청서를 작성한다. 승인신청서를 작성한 후 대출약정을 체결함과 동시에 담보설정 등 채권보전책을 강구한다. 심사결정승인 후 산업설비자금을 대출한다. 회계 및 업무감사, 사후관리기록부 작성 등 지속적인 사후관리를 하고 대출자금회수전략을 수립한다. 원리금납입기일 통지 및 수납, 차주사(채무자) 재무, 경영활동의 동향파악 등 사후관리를 한다. 지원대상 사업과 기업체에 대한 사업성, 재무분석 등 적절성을 검토하고 심사요청서를 작성한다. 융자약정을 체결하고 채권보전책을 강구한다. 자금인출, 원리금납입기일 통지 및 수납, 차주사 동향파악, 조기경보체제 구축과 같은 사후관리를 한다.",14년 초과 ~ 16년 이하(대졸 정도),2년 초과 ~ 4년 이하,자료 (분석) / 사람 (협의) / 사물 (관련없음),아주 가벼운 작업,-,실내,-,Lease Finance 담당원,-,-,[0321]은행 사무원,[3203]은행 사무원,[K641]은행 및 저축기관,2013,-
산업수학모더레이터,산업현장에서 필요로 하는 문제를 수학적 지식과 방법으로 해결한다.,기업체의 문제를 접수한다. 기업체의 담당자와 면담을 통해 수학적으로 해결이 가능한 문제 또는 공공적 차원의 문제 여부를 파악한다. 기업체의 문제를 기업관계자와 함께 정의하고 문제해결을 위한 세미나를 진행한다. 단기해결이 가능한 문제의 경우 문제해결방법에 따라 해결책을 마련하여 문제를 해결한다. 해결된 문제의 보고서를 기업체에 보낸다. 문제해결을 위해 전문가그룹 형성의 필요성이 있으면 중재자 역할을 하기도 한다.,16년 초과(대학원 이상),4년 초과 ~ 10년 이하,자료 (종합) / 사람 (자문) / 사물 (관련없음),아주 가벼운 작업,-,실내,-,"수학모더레이터, 산업수학코디네이터, 산업수학컨설턴트",-,-,[1211]자연과학 연구원,[2112]자연과학 연구원,[M701]자연과학 및 공학 연구개발업,2018,-
산업용기계설계기술자,"기계, 구조물, 부품 등의 설계에 대한 계획을 수립하고 CAD시스템을 사용하여 도면을 작성하며 모델링을 통하여 안전성과 설계사항을 검토한다.","고객이 요구하는 제품의 품질을 만족시키기 위해 고객의 요구품질에 대한 정보를 수집 및 분석한다. 설계순서, 방법, 일정, 인원, 목표, 예산 등을 산정하고 계획을 수립한다. 설계의 목표사양과 기능, 성능을 검토하여 만족하는 설계요소품, 기구모듈을 선정하고 선정된 모든 기계요소를 조합하고 배치한다. 구동방식의 결정, 구성요소의 선정, 구성요소의 종합하여 최적의 시스템을 구성한다. 선정된 기계요소품에 관련된 설계변수를 선정한다. 부품별 제원, 성능곡선표, 특성을 고려하여 설계계산에 반영한다. 설계사양 및 구성요소를 확인하고 설계 컴퓨터프로그램을 이용하여 2D도면을 작성한다. 설계사항과 구성요소를 확인하여 공학적 해석을 수행하고 설계에 반영한다. 설계영역에 따라 축설계, 동력전달시스템, 링크장치, 제동 및 완충장치, 구조물, 치구, 측정공구, 공압 및 유압장치를 설계한다. 모델링프로그램을 이용하여 모델링을 하며 설계의 문제점과 개선점을 파악한다. 설계도면에 따라 시제품을 제작하고 깨짐이나 뒤틀림 등 문제점을 파악한다. 도면, 파일, 설계DB 등을 관리한다.",14년 초과 ~ 16년 이하(대졸 정도),4년 초과 ~ 10년 이하,자료 (종합) / 사람 (관련없음) / 사물 (제어조작),가벼운 작업,-,실내,-,산업용기계공학기술자,"지그설계기술자, 치공구설계기술자, 구조해석엔지니어(기계), 구조해석엔지니어(산업기계),감속기설계기술자, 기어설계기술자, 식품기계설계기술자, 식품포장기계설계기술자, 세탁장비기계설계기술자, 기구설계기술자","기계설계산업기사, 기계기술사, 일반기계기사",[1511]기계공학 기술자 및 연구원,[2351]기계공학 기술자 및 연구원,"[M721]건축기술, 엔지니어링 및 관련 기술 서비스업",2015,-
산업용로봇운영프로그램설치기술자,산업용 로봇 및 로봇 주변설비가 자동화 작업을 수행할 수 있도록 통합운영시스템 프로그램을 설치한다.,"산업용 로봇자동화설비를 설치할 고객사의 공정을 분석한다. 생산조건과 방법 등을 확인한다. 3D시뮬레이션을 통해 로봇자동화설비의 적용가능 여부를 판단하고 로봇자동화설비 설계에 반영한다. 로봇자동화설비의 제작이 완료되면 티칭(로봇이 동작하는 영역과 순서 등을 전용 프로그램으로 작성하는 업무)업무를 수행한다. PLC프로그램과 연계하여 동작시작, 동작완료, 타 설비 동작요청 등 신호체계를 수립한다. 제품을 생산하는 과정에서 로봇 그리퍼를 미세조정하여 로봇의 동작영역을 입력한다. 전체 설비의 생산속도를 높이기 위해 로봇의 동작구간을 최단거리로 조정하는 등 최적화 작업을 수행한다.",14년 초과 ~ 16년 이하(대졸 정도),2년 초과 ~ 4년 이하,자료 (분석) / 사람 (관련없음) / 사물 (정밀작업),가벼운 작업,-,실내,-,SI전문가,,생산자동화산업기사,[1512]로봇공학 기술자 및 연구원,[2352]로봇공학 기술자 및 연구원,[M701]자연과학 및 공학 연구개발업,2023,
산업용로봇자동화설비설계기술자,산업용 로봇자동화설비를 산업현장에 설치하기 위해 로봇 주변장치 및 자동화설비를 설계한다.,"자동화 대상 공정을 조사하고 기존 설비의 현황, 기능, 생산속도, 위치, 자동화설비를 설치할 공간, 생산제품의 공정특성, 근로자의 작업 패턴 등을 분석한다. 기존 설비와 자동화설비가 설치될 공간, 전·후 공정의 위치 등을 고려하여 레이아웃도면을 제작한다. 자동화설비의 전반적인 사양을 선정하고 선정된 사양이 반영된 유닛별 세부제작도면을 작성한다. 디스태커(Destacker), 센터링테이블, 컨베이어, 로봇 그리퍼, 안전펜스 등 유닛의 가공 및 제작, 외주구매 여부를 결정하고 사양을 도면에 표시한다. 유닛별 적용 타당성을 계산한다. 유닛별 조립도면을 제작한다.",14년 초과 ~ 16년 이하(대졸 정도),2년 초과 ~ 4년 이하,자료 (분석) / 사람 (관련없음) / 사물 (정밀작업),가벼운 작업,-,실내,-,SI전문가,,"기계기술사, 기계설계기사, 기계설계산업기사, 생산자동화산업기사, 로봇하드웨어개발기사",[1512]로봇공학 기술자 및 연구원,[2352]로봇공학 기술자 및 연구원,[M701]자연과학 및 공학 연구개발업,2023,
산업용로봇자동화설비제작기술자,산업용 로봇의 주변장치 및 자동화설비를 가공·조립·설치한다.,"제작도면, 부품도면, 조립도면, 설치도면 등을 접수하고 작업종류에 따라 도면을 분류한다. 각종 공작기계로 필요한 부품을 가공·생산하거나, 외주제작 및 구매품을 접수하여 조립을 준비한다. 조립도면에 따라 각 부품을 조립하고 부품의 작동방향, 작동범위 등을 점검한다. 조립이 완료된 유닛에 전원, 급유, 공기압 등을 공급하고 시운전을 한다. 시운전에서 발견한 부품간섭, 이상마모, 소음, 진동 등 문제를 해결한다. 제작된 설비를 분해하여 설치현장으로 이송한다. 설치도면을 참고하고 다양한 현장의 여건에 대응하면서 조립·설치한다.",14년 초과 ~ 16년 이하(대졸 정도),2년 초과 ~ 4년 이하,자료 (분석) / 사람 (관련없음) / 사물 (정밀작업),가벼운 작업,-,실내,-,SI전문가,,"기계기술사, 기계설계기사, 기계설계산업기사, 생산자동화산업기사",[1512]로봇공학 기술자 및 연구원,[2352]로봇공학 기술자 및 연구원,[M701]자연과학 및 공학 연구개발업,2023,
산업용로봇자동화통합시스템제어기술자,산업용 로봇과 주변설비를 제어하는 자동화시스템을 개발한다.,"산업용 로봇 자동화시스템에 사용될 주요부품을 선정한다. 로봇 및 주변설비에 공급될 전원과 입출력 배선이 표기된 제작도면을 작성한다. 전체 공정의 순서, 오퍼레이터가 조작할 생산조건, 현재 운영상태, 알람내역 등이 표시될 터치스크린 화면을 설계한다. 동작·정지명령, 동작·정지조건, 근로자 및 설비보호용 차단기능, 생산조건 조정·관리기능, 모니터링, 생산량 집계 등 자동화설비를 제어하는 PLC(Programmable Logic Controller:각종 센서로부터 신호를 받아 제어기에 신호를 보냄으로써 사람이 지정해둔 대로 작동시키는 장치)를 프로그래밍한다. 각 부분을 제작한 후 전원과 입출력배선을 설치한다. 시운전을 하여 정상작동 여부를 확인한다. 수정과 운전을 반복하여 제어시스템의 신뢰성, 안정성을 확보한다.",14년 초과 ~ 16년 이하(대졸 정도),2년 초과 ~ 4년 이하,자료 (분석) / 사람 (관련없음) / 사물 (정밀작업),가벼운 작업,-,실내,-,SI전문가,,"생산자동화산업기사, 로봇하드웨어개발기사",[1512]로봇공학 기술자 및 연구원,[2352]로봇공학 기술자 및 연구원,[M701]자연과학 및 공학 연구개발업,2023,
산업용로봇제어조작원,산업용로봇을 현장의 작업에 맞게 설치조정하기 위하여 교시하고 제어·조작한다.,"로봇 제어기의 주된 사용자 인터페이스장치인 조작반(Teaching Pendant)을 이용하여 로봇이 작업할 이동 궤적과 수행 작업에 대한 프로그램을 작성하고 프로그램 파일을 저장·관리한다. 작성된 프로그램을 실행하여 위치를 교시한다. 로봇 동작과 각 관절의 위치를 관찰하고 정확한 작업이 수행되는지 확인하여 제어기 게인(Gain)값을 수정, 입력한다. 방호조치 영역 내에서 로봇의 조작에 대한 안전조치를 취하고 안전운전속도를 확인한다. 산업용로봇이 작업하는 동안 작동상태를 모니터링한다. 컴퓨터 기반의 제어기의 경우 프로그램을 작성하기도 한다.",9년 초과 ~ 12년 이하(고졸 정도),1년 초과 ~ 2년 이하,자료 (수집) / 사람 (감독) / 사물 (제어조작),가벼운 작업,-,실내,소음·진동,"산업용로봇조작원, 자동조립라인조작원, 자동조립기계시설조작원, 자동조립기계설비조작원, 자동화설비조작원","로봇시운전원, 로봇설치원, 로봇프로그래머, 로봇SI전문가","생산자동화기능사, 생산자동화산업기사",[8150]자동조립라인·산업용로봇 조작원,[8530]자동 조립라인 및 산업용로봇 조작원,[C]제조업,2023,
산업용세척기조립원,제작도면에 따라 용접기를 사용하여 산업용세척기의 틀(Frame)을 제작하고 기계도면에 따라 각종 부품을 외형 틀에 조립하며 제어장치 패널을 연결한다.,"작업명세서에 따라 각 부분품을 확인한다. 조립에 필요한 작업공구를 준비하고 점검한다. 각 부분의 제작공정별로 작업을 한다. 제어장치 패널을 조립한 후 전기배선작업을 한다. 본체의 외함을 만들고 컨베이어, 자동이동장치, 모터, 실린더 등을 치수에 맞게 조립하고 볼트와 너트 또는 용접기를 사용하여 결합한다. 제어장치 패널을 본체와 연결조립하고 전기배선을 한다. 시험작동을 하여 이상이 없을 시 몸체의 외관을 도장한다. 건조 후 출하를 위하여 적재장소로 옮긴다.",9년 초과 ~ 12년 이하(고졸 정도),6개월 초과 ~ 1년 이하,자료 (비교) / 사람 (관련없음) / 사물 (수동조작),보통 작업,-,실내,위험내재,-,-,"전기산업기사, 전기기기산업기사",[8360]전기·전자 부품·제품 조립원,[8640]전기·전자 부품 및 제품 조립원,"[C281]전동기, 발전기 및 전기 변환ㆍ 공급ㆍ제어 장치 제조업",2014,-
