채용공고명,포지션 상세,주요 업무,자격 요건,우대사항,혜택 및 복지,채용 전형,태그,마감일,면접리뷰,회사위치,회사명
의료기기 QA,"에이슨은 웨어러블 바이오 센서와 첨단 의료기기를 연구, 개발, 생산하는 스타트업입니다. 독자적인 바이오 물질 합성 기술을 기반으로 혁신적인 의료기기를 개발합니다. 현재 웨어러블 경피성 산소 센서와 욕창 센서의 제품화 Final stage를 진행하고 있으며, CGM(지속 혈당 측정기)과 만성 창상 치유용 전자약 등 혁신적인 웨어러블 기기도 적극 개발하고 있습니다.

설립 후 단 2개월 만에 연세대학교 벤처 투자조합의 첫 번째 투자 대상으로 선정되었으며, 유수한 벤처 캐피탈(VC)로부터 Pre A 및 Series A 투자를 성공적으로 유치하여 연구의 우수성과 성장 가능성을 인정받았습니다. 또한, 국가 과제에서 우수 과제로 선정되는 등 고도의 기술력을 바탕으로 지속적으로 성장하고 있습니다.

에이슨과 함께 혁신을 이끌어갈 인재들의 많은 지원 부탁드립니다.","• 의료기기 품질경영시스템 심사준비, 구축, 심사대응, 운영 및 관리 (GMP, ISO13485 등)
• Validation 문서 제정 및 관리 (공정, 클린룸)
• 품질문서 작성 및 관리
• 품질보증 업무 (제품 출고 및 시판 후 관리, 시정 및 예방조치 관리 등 품질 보증 업무)
• 관련 법규 및 규제준수 여부 확인","• 학사 이상
• 의료기기 QA 경력 3년 이상
• 실무와 관리업무 모두 가능한 자
• GMP 및 ISO13485 규격에 따른 품질경영시스템 심사 및 구축 유경험자
• 해외출장에 결격사유 없는 자


[근무조건]
• 근무형태: 정규직 (수습기간 - 3 개월)
• 근무일시: 주5 일 (월~금), 9:00~18:00
• 근무지역: 서울 강서구 화곡로 416 (가양역 바로 앞)","• 다양한 국내/해외 품질시스템 심사경험 보유자
• 최초심사 경험 보유자
• 커뮤니케이션 스킬이 뛰어난 분
• 스타트업 경험자
• 영어 가능자


[채용 절차]
• 서류 전형 -＞ 1 차 면접 -＞ 2 차 면접 (필요시) -＞ 최종 합격 (면접일정은 추후 개별 안내합니다.)
• 허위사실이 발견될 경우 채용 확정 이후라도 채용이 취소될 수 있습니다.

[제출 서류]
• 자유 형식 이력서 (경력 상세 기술, 해당 시)","• 초과근무, 휴일근무 수당 지급
• 경조사 휴가 및 경조사비 제공
• 명절 상여 지급
• 세브란스병원 건강검진센터 건강검진 매년 1회 제공 (가족 1인은 2년에 1회 제공)
• 4가 독감백신 매년 1회 제공
• 간식제공, 음료 제공",,"건강검진지원, 커피·스낵바, 연봉상위11~20%, 50명이하, 설립3년이하, 인원 급성장",상시채용,"신속 간결한 스타일, 과정 중심 질문, 친절/따뜻한 스타일, 자유롭고 편한 환경",서울 강서구,에이슨
Hardware Quality Manager,"Hardware Quality Manager는 선행 품질 활동을 통해 개발 프로젝트 제품의 신뢰성 및 품질을 보증하고, 양산성을 반영한 제품이 개발될 수 있도록 검토합니다.","• 품질 향상을 위한 선행품질 활동 진행 (Gate Review 활동)
• 개발 프로젝트 디자인 신뢰성 검증 및 판정
• 개발 품질 산출물 리뷰
• 개발단계 생산 제품에 대한 품질 보증 활동
• OEM ISIR 승인 진행","• 관련 업무 경력 8년 이상
• 차량 환경 신뢰성 및 EMC 평가 진행 경험
• 차량 품질 시스템과 규제 요건에 대한 경험","• IATF 16949 Core Tool 경험
• VDA 6.3 / 6.5 자격 보유","[42dot만의 업무 몰입 프로그램].
https://42dot.ai/careers/program",,"유망산업, 식대지원, 건강검진지원, 커피·스낵바, 장비지원, 자기계발지원, 301~1,000명, 설립4~9년, 연봉상위2~5%, AI 선도 기업, 인원 급성장, 누적투자100억이상",상시채용,"신속 간결한 스타일, 과정 중심 질문, 진중/칼같은 스타일, 자유롭고 편한 환경",경기 용인시,포티투닷(42dot)
[전문연구요원 가능] 로봇 및 기구설계 엔지니어,"More Intuitive with Intelligence

메디인테크는 의료 로봇 기술을 바탕으로 기존 내시경보다 직관적이고 편리하면서 50% 경량화된 전동식 내시경을 개발했습니다. 또한 인공지능 기술을 활용해 이상 부위 탐지 소프트웨어, 내시경 자율 제어를 통한 술기 보조 솔루션 등 의사의 편의성을 높이고 오진을 줄이는 기술을 보유하고 있습니다.

2022년 2월 80억원 규모 시리즈A 투자 유치에 이어 2024년 5월 200억원 규모 시리즈B 투자 유치를 완료하는 등 고속 성장 중에 있습니다.

메디인테크와 함께 로보틱스 및 인공지능 기술을 바탕으로 의료기기 혁신에 함께할 소중한 인재를 모십니다.

[History]
2024.05 200억원 규모 시리즈B 투자 유치 완료

2023.10 코리아 AI 스타트업 100 선정
2023.05 범부처 전주기 의료기기 연구개발사업 10대 대표과제 선정

2022.06 중소벤처기업부 아기유니콘 선정
2022.02 창업성공패키지 최우수졸업 중소벤처기업부장관상
2022.02 80억원 규모 시리즈A 투자 유치 완료
(에이티넘인베스트먼트, 스마일게이트인베스트먼트, 퓨처플레이)

2021.11 도전 K-스타트업 왕중왕전 최우수상 (장관상)
2021.10 새로운 경기 창업공모 대상 (경기도지사상)
2021.10 TIPS 과제 선정
2021.05 95억원 규모 범부처 전주기 의료기기 연구개발사업 주관기관 선정

2020.12 시드라운드 투자 유치 완료 (퓨처플레이, 넥스트랜스)
2020.04 기술보증기금 벤처기업 인증 획득
2020.03 기업부설연구소 설립
2020.02 메디인테크 법인 설립

[채용 프로세스]
서류전형-1차 인터뷰-2차 인터뷰-최종합격
1차 인터뷰는 직무 역량 및 문화 적합성 확인을 위한 인터뷰 입니다.
2차 인터뷰를 통해 최종적인 업무 조율 및 근무 조건 협의를 진행합니다.
인터뷰 복장 제한은 없습니다. 편한 캐쥬얼 복장으로 참여해 주세요.
각 전형 합격 시 문자메시지를 통해 자세한 내용을 안내 드립니다.

[채용 형태]
정규직 (수습기간 3개월) (* 수습기간 내 급여 100% 지급)","• 내시경 스코프 기구 설계
• 내시경 광원장치, 영상처리장치 기구 설계","• 학력: 무관
• 해외여행에 결격사유가 없는자
• Robot / Mechanical Engineering 에 대한 전반적인 이해
• 정밀 기구 설계 경험
• Solidworks, NX 등 설계 Tool 경험
• 3D 설계 경험","• 해당 분야 석사/박사 학위
• ANSYS, Solidworks simulation 등 CAE Tool 사용 경험
• Robot Hardware 관련 경험
• 제품급 정밀 기구, 설계, 해석 경험
• 사출/금형 설계 경험
• 방수/방열 구조 설계 및 해석 경험
• 다관절 로봇에 대한 전반적인 이해
• 곡면 설계 경험","• 매년 무료 건강검진 지원 (30만원 상당)
• 30만원 한도 데스크테리어 비용 지원 - 자유로운 업무 환경 구축 지원
• 명절, 생일, 결혼 등 각종 경조사비 지원
• 단체 상해보험 지원
• 식사 및 간식 무료 제공
• 커피머신, 탁구대, 안마의자, 회사 전용 옥상공간 등 업무효율 향상을 위한 휴식 장려
• 자유로운 연차 사용
• 도서 구입 지원
• 교육비 지원
• 운동시설 이용료 지원
• 청년내일채움공제
• 직무발명보상제
• 자유로운 연차 활용
• 자율출퇴근제 (코어타임O)
• 사내 동호회 지원",,"Git, Slack, Solidworks, ANSYS, Solidworks Simulation, Notion",,,서울 종로구,메디인테크
[전문연구요원 가능] 로봇 및 기구설계 엔지니어 (신입),"More Intuitive with Intelligence

메디인테크는 의료 로봇 기술을 바탕으로 기존 내시경보다 직관적이고 편리하면서 50% 경량화된 전동식 내시경을 개발했습니다. 또한 인공지능 기술을 활용해 이상 부위 탐지 소프트웨어, 내시경 자율 제어를 통한 술기 보조 솔루션 등 의사의 편의성을 높이고 오진을 줄이는 기술을 보유하고 있습니다.

2022년 2월 80억원 규모 시리즈A 투자 유치에 이어 2024년 5월 200억원 규모 시리즈B 투자 유치를 완료하는 등 고속 성장 중에 있습니다.

메디인테크와 함께 로보틱스 및 인공지능 기술을 바탕으로 의료기기 혁신에 함께할 소중한 인재를 모십니다.

[History]
2024.05 200억원 규모 시리즈B 투자 유치 완료

2023.10 코리아 AI 스타트업 100 선정
2023.05 범부처 전주기 의료기기 연구개발사업 10대 대표과제 선정

2022.06 중소벤처기업부 아기유니콘 선정
2022.02 창업성공패키지 최우수졸업 중소벤처기업부장관상
2022.02 80억원 규모 시리즈A 투자 유치 완료
(에이티넘인베스트먼트, 스마일게이트인베스트먼트, 퓨처플레이)

2021.11 도전 K-스타트업 왕중왕전 최우수상 (장관상)
2021.10 새로운 경기 창업공모 대상 (경기도지사상)
2021.10 TIPS 과제 선정
2021.05 95억원 규모 범부처 전주기 의료기기 연구개발사업 주관기관 선정

2020.12 시드라운드 투자 유치 완료 (퓨처플레이, 넥스트랜스)
2020.04 기술보증기금 벤처기업 인증 획득
2020.03 기업부설연구소 설립
2020.02 메디인테크 법인 설립

[채용 프로세스]
서류전형-1차 인터뷰-2차 인터뷰-최종합격
1차 인터뷰는 직무 역량 및 문화 적합성 확인을 위한 인터뷰 입니다.
2차 인터뷰를 통해 최종적인 업무 조율 및 근무 조건 협의를 진행합니다.
인터뷰 복장 제한은 없습니다. 편한 캐쥬얼 복장으로 참여해 주세요.
각 전형 합격 시 문자메시지를 통해 자세한 내용을 안내 드립니다.

[채용 형태]
정규직 (수습기간 3개월) (* 수습기간 내 급여 100% 지급)","• 내시경 스코프 기구 설계
• 내시경 광원장치, 영상처리장치 기구 설계","• 학력: 무관
• 경력: 무관
• 해외여행에 결격사유가 없는자
• Robot / Mechanical Engineering 에 대한 전반적인 이해
• 정밀 기구 설계 경험
• Solidworks, NX 등 설계 Tool 경험
• 3D 설계 경험","• 해당 분야 석사/박사 학위
• ANSYS, Solidworks simulation 등 CAE Tool 사용 경험
• Robot Hardware 관련 경험
• 제품급 정밀 기구, 설계, 해석 경험
• 사출/금형 설계 경험
• 방수/방열 구조 설계 및 해석 경험
• 다관절 로봇에 대한 전반적인 이해
• 곡면 설계 경험","• 매년 무료 건강검진 지원 (30만원 상당)
• 30만원 한도 데스크테리어 비용 지원 - 자유로운 업무 환경 구축 지원
• 명절, 생일, 결혼 등 각종 경조사비 지원
• 단체 상해보험 지원
• 식사 및 간식 무료 제공
• 커피머신, 탁구대, 안마의자, 회사 전용 옥상공간 등 업무효율 향상을 위한 휴식 장려
• 자유로운 연차 사용
• 도서 구입 지원
• 교육비 지원
• 운동시설 이용료 지원
• 청년내일채움공제
• 직무발명보상제
• 자유로운 연차 활용
• 자율출퇴근제 (코어타임O)
• 사내 동호회 지원",,"Git, Slack, Solidworks, ANSYS, Solidworks Simulation, Notion",,,서울 종로구,메디인테크
[전문연구요원 가능] 회로 설계 및 PCB Artwork 엔지니어,"More Intuitive with Intelligence

메디인테크는 의료 로봇 기술을 바탕으로 기존 내시경보다 직관적이고 편리하면서 50% 경량화된 전동식 내시경을 개발했습니다. 또한 인공지능 기술을 활용해 이상 부위 탐지 소프트웨어, 내시경 자율 제어를 통한 술기 보조 솔루션 등 의사의 편의성을 높이고 오진을 줄이는 기술을 보유하고 있습니다.

2022년 2월 80억원 규모 시리즈A 투자 유치에 이어 2024년 5월 200억원 규모 시리즈B 투자 유치를 완료하는 등 고속 성장 중에 있습니다.

메디인테크와 함께 로보틱스 및 인공지능 기술을 바탕으로 의료기기 혁신에 함께할 소중한 인재를 모십니다.

[History]
2024.05 200억원 규모 시리즈B 투자 유치 완료

2023.10 코리아 AI 스타트업 100 선정
2023.05 범부처 전주기 의료기기 연구개발사업 10대 대표과제 선정

2022.06 중소벤처기업부 아기유니콘 선정
2022.02 창업성공패키지 최우수졸업 중소벤처기업부장관상
2022.02 80억원 규모 시리즈A 투자 유치 완료
(에이티넘인베스트먼트, 스마일게이트인베스트먼트, 퓨처플레이)

2021.11 도전 K-스타트업 왕중왕전 최우수상 (장관상)
2021.10 새로운 경기 창업공모 대상 (경기도지사상)
2021.10 TIPS 과제 선정
2021.05 95억원 규모 범부처 전주기 의료기기 연구개발사업 주관기관 선정

2020.12 시드라운드 투자 유치 완료 (퓨처플레이, 넥스트랜스)
2020.04 기술보증기금 벤처기업 인증 획득
2020.03 기업부설연구소 설립
2020.02 메디인테크 법인 설립

[채용 프로세스]
서류전형-1차 인터뷰-2차 인터뷰-최종합격
1차 인터뷰는 직무 역량 및 문화 적합성 확인을 위한 인터뷰 입니다.
2차 인터뷰를 통해 최종적인 업무 조율 및 근무 조건 협의를 진행합니다.
인터뷰 복장 제한은 없습니다. 편한 캐쥬얼 복장으로 참여해 주세요.
각 전형 합격 시 문자메시지를 통해 자세한 내용을 안내 드립니다.

[채용 형태]
정규직 (수습기간 3개월) (* 수습기간 내 급여 100% 지급)","-전기 회로 설계
  - 전원 시스템 설계
  - 노이즈 저감 회로 설계
  - 스펙에 적합한 케이블과 커넥터 선정

- 전자 회로 설계
  - MCU를 포함한 PCB 설계
  - 센서모듈 및 통신모듈 등의 IC를 포함한 PCB 설계
  - PCB Artwork

- 기구 설계, SW, AI엔지니어 등 다양한 분야 구성원들과 협업","- 학력: 무관
- 경력: 2년 이상
- 해외여행에 결격사유가 없는 자
- 디지털(or 아날로그) 회로 설계 경험
- 통신 인터페이스에 대한 이해 /활용 경험
- Datasheet 해석 가능자
- H/W 관련 이슈내용 디버깅 가능자","- 해당 분야 석사/박사 학위
- PCB Artwork (PADS, Altium 등) 경험
- 임베디드 시스템 개발 환경 경험 (STM32CubeIDE, STM32CubeMX 등)
- 다양한 센서 인터페이스 개발 경험 (UART, I2C, SPI, CAN 등)
- 전자파적합시험 (EMI, EMC, EMS) 인증 경험
- 국내 및 국제 인증 경험","• 매년 무료 건강검진 지원 (30만원 상당)
• 30만원 한도 데스크테리어 비용 지원 - 자유로운 업무 환경 구축 지원
• 명절, 생일, 결혼 등 각종 경조사비 지원
• 단체 상해보험 지원
• 식사 및 간식 무료 제공
• 커피머신, 탁구대, 안마의자, 회사 전용 옥상공간 등 업무효율 향상을 위한 휴식 장려
• 자유로운 연차 사용
• 도서 구입 지원
• 교육비 지원
• 운동시설 이용료 지원
• 청년내일채움공제
• 직무발명보상제
• 자유로운 연차 활용
• 자율출퇴근제 (코어타임O)
• 사내 동호회 지원",,"Git, Slack, Solidworks, ANSYS, Solidworks Simulation, Notion",,,서울 종로구,메디인테크
Fleet operation manager,"[About 42dot]
42dot은 도심형 모빌리티 서비스의 시작부터 끝까지 전 과정을 아우르는 통합 솔루션 UMOS를 개발하고 있습니다. 스스로 움직이는 자율주행 기술 AKit 그리고 연결된 최적의 이동을 제공하는 모빌리티 플랫폼 TAP!을 통해 새로운 이동의 미래를 준비하고 있습니다.

자율주행 시대를 실현할 42dot은 현재 결과물에 만족하지 않고 가장 잘 되는 방법을 찾아 가장 빠르게 실행합니다. 42dot은 누구에게나 배울 수 있는 겸손한 리더십으로 투명하게 정보와 지식을 공유하고, 팀이 없는 것처럼 협업하며, 디테일한 실행력으로 글로벌 최고 수준의 높은 결과를 내기 위해 마지막까지 집요하게 고민하는 인재를 찾습니다.","• 자율주행차량 운영 관련 , 기본 프로세스 및 정책 수립
• 자율주행차량 운영 과정에서 발생하는 시간/노력/비용에 대한 효율화 작업 진행
• 자율주행차량 운영 품질 개선을 위한 요구사항 도출 및 운영 기획 업무 진행
• 유관부서와의 협업을 통한 , 안정적인 자율주행 서비스 오픈 및 운영","• 모빌리티 서비스 또는 차량 운영 경력 3년 이상 보유하신 분
• 데이터를 분석/이해하고 이를 바탕으로 개선점 도출이 가능한 분
• 사용자 요구사항 분석 및 서비스 효율화 경험 보유한 분
• 사업, 기획, 개발, 재무, 법무, 대관 등 다양한 주체들과 협업 경험이 있는 분","•차량 또는 자율주행 시스템의 운영관련 업무 또는 운영 / 인력관리 경험 2년 이상
•자율주행 모빌리티 기업 업무 경험
•프로젝트 매니징 경험
•주말 포함 교대근무 가능자","[42dot만의 업무 몰입 프로그램].
https://42dot.ai/careers/program",,"유망산업, 식대지원, 건강검진지원, 커피·스낵바, 장비지원, 자기계발지원, 301~1,000명, 설립4~9년, 연봉상위2~5%, AI 선도 기업, 인원 급성장, 누적투자100억이상",상시채용,"신속 간결한 스타일, 과정 중심 질문, 진중/칼같은 스타일, 자유롭고 편한 환경",경기 성남시,포티투닷(42dot)
로봇 시스템 개발 엔지니어,[론픽] 로봇 시스템 개발 엔지니어,"[주요업무]
• MCU 기반 임베디드 시스템 개발
• 모터 제어기술 개발
• 회로설계 및 아트웍
• EMC / EMI 시험


[전형절차]
• 서류전형 ＞ 1차 인터뷰 ＞ 2차 인터뷰(필요 시 ) ＞ 연봉협상 / 입사","• 전기·전자·제어 등 공학계열 전공자
• 마이크로프로세서 기반 시스템 개발 유경험자
• 해외여행에 결격 사유가 없으신 분","• 5년이상 관련분야 경험보유자
• 인버터 회로 검증 및 시험 경험 보유자
• Altium 사용 가능자
• TI MCU 사용 경험자","• 자율출퇴근제 (09:00 - 11:00 자유 출근 후 8시간만 채워주세요)
• 자유로운 연차/반차/반반차
• 생일자 조기퇴근
• 급여 외 식대제공 (10,000원 / 1회) 
• 교육훈련비 / 도서구입비 지원 
• 스낵24 간식 구비",,"펌웨어, 임베디드 시스템",,,부산,론픽
중고차 자율 검사로봇 기구설계 엔지니어,"오토피디아는 자동차 산업에서 AI 기술을 중심으로 혁신을 이끌고 있습니다.
""닥터차"" 애플리케이션을 통해 운전자들에게 자동차 수리와 관련된 도움을 제공하고, AI를 활용한 다양한 서비스로 확장하고 있습니다.
현재 자동차 검사 장비를 개발하여 중고차 시장에서의 신뢰도를 높이는 데 초점을 맞추고 있습니다.
KAIST와 공동 연구를 통해 세계 최초의 비 접촉・비 파괴 방식의 자동차 검사 기술을 개발 중이며, 이를 통해 자동차 산업을 혁신적으로 변화 시키고자 합니다.


◇ 더 자세한 내용이 궁금하시다면?
- 김병근 CEO 인터뷰 (","합류하시면 팀과 함께 할 업무 입니다.
- 자동차의 외관 손상과 사고 수리 이력을 탐지하는 자율 검사 로봇의 기구 설계를 맡게 됩니다.
- 손상(스크래치, 찌그러짐, 이물질) 탐지 모듈 설계(방수방진, 내오염 설계 등)
- 사고수리이력 탐지 모듈 설계(내열성, 방수방진, 내오염 설계 등)
- 탐지 모듈이 탑재되는 이송 플랫폼의 설계","이런 경험을 가진 분을 적극적으로 찾고 있습니다. 
- Robot / Mechanical Engineering 에 대한 전반적인 이해도를 보유하신 분.
- Fusion 360, Inventor, Solidworks, NX 등 3D 설계 Tool 경험이 있으신 분. 
- 정밀 기구 설계 경험 혹은 모바일 플랫폼 로봇 설계 경험 중 하나 이상 있으신 분.","이런 분들이면 더 좋을꺼 같아요. 
- 해당 분야 석사/박사 학위
- 메카트로닉스 관련 제품(AGV, 로봇 등)의 설계 경험이 있는 분
- 몰드, 프레스, 판금 등의 양산 금형을 경험하신 분
- 옥외 환경 작동을 위한 방수/방진 설계 경험이 있으신 분
- 광학 장비 설계 경험이 있으신 분
- 양산(100대 이상) 설계 개발 경험 혹은 전체적인 제품 양산 프로세스 경험이 있으신 분
- 개발 문화 개선 및 도입에 적극적인 분
- Slack, Notion, Github, Google Workspace 을 활용한 커뮤니케이션이 익숙하신 분
- 해외여행에 결격사유가 없으신 분.
- 차량 운전이 가능하신 분
- 자동차를 좋아하시는 분","• 업무에 필요한 최신 기기 및 사무환경 제공.  (30만원 한도의 데스크테리어 비용지원)
• 단체 상해보험 지원. 
• 도서구입 지원. 
• 교육비 지원. 
• 다양한 간식 및 음료제공 (라운지 및 커피무한제공)
• 휴게공간 제공 (빈백, 안마의자)
• 편안한 자율복장. 
• 직급이 없는 ""님""으로 소통. 
• 사유를 묻지 않는 1시간 단위 연차 사용.
• 주 40시간 유연근무제 시행.
• 자율 출퇴근제 (코어타임 있음). 
• 명절 및 생일 선물 지급.  
• 사내 동호회 지원  
• 구성원의 직계 가족 차량이 오토피디아 직영 정비소를 방문하시면 직원 멤버십 혜택을 드려요!
  1. 연 2회 엔진오일 세트 원가 지원.
  2. 기타 소모품(회사 취급 품목 중) 30만원 한도 내 지원.
  3. 수입차량 사고수리 시 부품 할인.
  4. 제휴 정비소 방문 시에는 작업 공임 20% 할인.",,"사내동호회, 커피·스낵바, 편의시설, 자기계발지원, 자율복장, 50명이하, 설립4~9년, 유급휴가, 누적투자100억이상, 유연근무",상시채용,"세심한 스타일, 상세한 피드백, 천천히 기다려준 편, 집중하기 좋은 환경",서울 성동구,오토피디아
SOC/IP Verificiation 엔지니어,"최근 로직 반도체의 설계 복잡도가 증가함에 따라 엔지니어가 직접 정보를 관리 및 코딩하는 것이 힘들어지고, 엔지니어 숙련도에 기반해서 칩 설계 수준이 크게 달라지는 문제가 발생하는 추세입니다.

이러한 현실을 극복하기 위해 잇다반도체(ITDA)는 다음과 같은 NoCode 기반 반도체 설계 솔루션을 개발합니다.
- Drag & Drop으로 아키텍처만 그리면 IP가 자동으로 생성되는 설계 자동화 솔루션

잇다반도체는 2022년 하반기 창업과 동시에 카이스트 창업 경진대회 대상을 수상했으며, 2023년 설계 솔루션 고객을 확보하고 딥테크 팁스에 선정되는 등 안정적으로 업력을 쌓아가고 있습니다.
2024년 현재 시리즈 A투자 유치를 시작으로 NoCode 설계 자동화 솔루션의 도메인 확장을 계획하고 있습니다.

Nocode로 설계되는 하드웨어에 대한 체계적인 검증을 수행하기 위한
Verification 담당자를 모집합니다.","• NoCode Solution의 기반이 되는 하드웨어에 대한 IP/Subsystem Level Verification.
• UVM 검증 환경 셋업.
• 검증 방법론 및 검증 자동화 구축 및 적용.","• SOC/IP Verification 업무 경험 5년 이상
• UVM 환경 이해.
• Verilog, System Verilog 코딩 능력.","• AXI, AHB, ACE, CHI 등 Bus Protocol 에 대한 이해.","• 리더급 개발자를 모집하는 만큼 개발팀의 문화와 환경을 함께 만들어나갔으면 합니다.
• 보상은 업계 최고를 추구하며, 장기간 안정적으로 함께 성장할 엔지니어를 찾고 있습니다.",,"Python, XML, Verilog, UVM",,,경기 화성시,잇다반도체
차세대 이동통신/무선랜 통신 표준기술 연구개발자 (전문연구요원 포함),"윌러스표준기술연구소는 5G/Wi-Fi/MPEG 등 통신 및 코덱 분야 최고 수준의 석박사 연구원들로 구성된 국제 표준 기술 연구 개발 전문 기업 입니다.

""아이디어로 미래를 바꾼다"" 는 비전 아래, 2012년 설립 이후 강력한 인력 풀과 그 동안 꾸준히 쌓아온 표준 경험을 기반으로 방송/통신 핵심 표준 기술 및 제품 개발을 수행하고 있으며, R&D뿐만 아니라 기술이전, 라이센싱에 이르기까지 독자 개발 기술을 활용한 사업화를 활발히 진행하고 있습니다.

통신/코덱 국제 표준 분야 전문 역량을 기반으로 표준 기술 개발, 표준 연계 제품 개발, 표준 특허 라이센싱 등 다양한 표준 기술 사업화를 선도하고 있습니다. 더불어 표준기술의 확산, 국내 표준 제정 및 국가 R&D 정책 수립에도 기여하고 있습니다. 보다 자세한 연구 분야 및 활동 사항은 홈페이지에서 확인 가능합니다.

※ 제출서류
- 이력서 및 자기소개서 또는 경력 기술서

※ 전형방법
- 서류전형, 기술면접, 신체검사

※ 급여조건
- 채용확정 후 협의

※ 기타 주의사항
- 급여조건은 채용확정 후 협의
- 전문연구요원 편입 희망자는 편입가능 여부 병무청 확인 필수","※ 모집분야 - B5G/6G/Wi-Fi 통신 분야 
- B5G/6G/Wi-Fi 8 등 통신 표준/상용화 기술 연구 개발
- B5G/6G/Wi-Fi 이동통신/무선랜 표준특허개발
- 3GPP RAN1/IEEE 802.11 등 글로벌 표준 단체에서의 Delegate 업무","공통 경력 및 우대사항 
- 학력: 석사 또는 박사 이상 (전문연구요원 지원 가능)
- 전공: 이동통신, 무선랜 등 통신 신호처리 분야 (3GPP/IEEE 802.11 표준개발 경력 우대)","• 개인장비: 원하는 사양의 PC
• 자기계발: 세미나 학회 참가비 지원, 연 자기계발비 100만원 지원, 동아리 지원
• 교통: 편리한 출퇴근(수내역 도보 1분)
• 식사 및 간식: 커피 및 간식 무한제공, 밝고 쾌적한 업무공간은 기본, 편안한 휴게공간, 식비 전액 지원, 석식 제공, 중식 제공, 조식 제공
• 연차 및 휴가: 5년 근속시 40일 리프레쉬휴가, 출산휴가 및 육아휴직, 월차, 자율 휴가제
• 주40시간 근무만 지키면 되는 유연 근무제, 8:00~10:30 자유로운 출근 후 8시간 근무
• 기타: 자녀학자금지원(입학등록금) 고등학교~대학교, 결혼,출산축하금, 경조사비 지원 및 경조휴가, 종합검진(차움 건진센터) 100만원 지원, 4대 보험",,,"식대지원, 커피·스낵바, 육아휴직, 자기계발지원, 출산휴가, 50명이하, 연봉상위2~5%, 설립10년이상, 전문연구요원",상시채용,,경기 성남시,윌러스표준기술연구소
Vehicle Cooperative Control(협조제어) Engineer,"We are looking for the best

Vehicle Cooperative Control Engineer는 42dot의 자율주행시스템 요구사항을 이해하고 이를 Vehicle & Platform의 Electric/Electronic/Mechatronic System으로 설계/개발하는 업무를 수행합니다.
자율주행시스템의 개발 과정에서 X-by-Wire Device의 구성 및 Control Network 설계, 각 System의 사양 개발, Concept 설계, 제품개발 및 관리, 제품검증 계획수립/성능개발, 사용자 Interface 등의 개발업무를 담당하여, 상용 운행이 가능한 자율주행차량을 개발하는 업무를 담당합니다.","• 자율주행차량 제어 전기/전자 제어시스템의 개발/통합
• 자율주행차량 X-by-Wire 제어 영역을 담당하는 제어기 구성 및 개발
• 자율주행차량 제어를 위한 X-by-Wire 전기/전자 구조 설계 및 협조제어시스템 설계
• 차량 전기/전자 제어시스템 요구사항 수립, 개발, 검증
• 샤시 제어 부품의 시스템 Interface 요구사항 수립, 개발, 검증
• 상용화 사양 수립(제원, E/E 성능, 기능, FS 등)
• 상용화 검증(검증 사양도출/계획수립, 검증업무 수행)","• 자율 주행 시스템의 개발/개조 경험 5년 이상 보유
• 자율주행 시스템용 구동/샤시 제어 사양 개발 및 적용 경력 5년 이상 보유
• 자율주행 시스템용 구동/샤시 시스템 Interface 사양 및 기능 개발 경력 5년 이상 보유
• Autonomous 전기, 전자 및 Mechatronic System 제어분야 개발 경험 5년 이상 보유
• 자율 주행 시스템의 구동/샤시 제어 성능 검증 사양 개발 및 검증 경험 5년 이상 보유
• E/E 개발 Process 적용 개발 경력 보유(CMMI, ASPICE 등)","• 차량 전기/전자 제어 시스템 설계 및 개발 경험 보유(Architect)
• 자율주행시스템 개발/개조 경험 5년 이상 보유
• 전자제어시스템의 상용화 검증(DV/PV) 및 제어 평가/Tuning 개발 경험 보유
• C/C++, RTOS 개발 경험 보유
• 임베디드 및 펌웨어 개발 경험 보유
• Mechatronic System Controller 설계 및 구현 적용 경험 보유","[42dot만의 업무 몰입 프로그램].
https://42dot.ai/careers/program",,"유망산업, 식대지원, 건강검진지원, 커피·스낵바, 장비지원, 자기계발지원, 301~1,000명, 설립4~9년, 연봉상위2~5%, AI 선도 기업, 인원 급성장, 누적투자100억이상",상시채용,"신속 간결한 스타일, 과정 중심 질문, 진중/칼같은 스타일, 자유롭고 편한 환경",경기 용인시,포티투닷(42dot)
